artist_id,image_url,artist_name,site_url
189,http://images.equipboard.com/uploads/user/image/5883/big_albert-king.jpg?v=1489503887,Albert King,/pros/albert-king
190,http://images.equipboard.com/uploads/user/image/2848/big_albert-lee.jpg?v=1489510843,Albert Lee,/pros/albert-lee
191,/assets/big-default-user-pic.png?v=1446524006,Albert Maroto,/pros/albert-maroto
192,http://images.equipboard.com/uploads/user/image/104793/big_alberto-ferrari.jpg?v=1489509796,Alberto Ferrari,/pros/alberto-ferrari
193,/assets/big-default-user-pic.png?v=1433288081,Alberto Gaviglio,/pros/alberto-gaviglio
194,/assets/big-default-user-pic.png?v=1447212077,Alberto Ledo,/pros/alberto-ledo
195,/assets/big-default-user-pic.png?v=1433288081,Alberto Verenzuela,/pros/alberto-verenzuela
196,/assets/big-default-user-pic.png?v=1446576714,Alberto the Crippler,/pros/alberto-the-crippler
197,http://images.equipboard.com/uploads/user/image/18966/big_alden-penner.jpg?v=1488217581,Alden Penner,/pros/alden-penner
198,/assets/big-default-user-pic.png?v=1433288081,Aldo Giacommino,/pros/aldo-giacommino
199,/assets/big-default-user-pic.png?v=1446656151,Alec Bathgate,/pros/alec-bathgate
200,/assets/big-default-user-pic.png?v=1446584279,Alec Finn,/pros/alec-finn
201,http://images.equipboard.com/uploads/user/image/75226/big_alec-o-hanley.jpg?v=1489506827,Alec O'Hanley,/pros/alec-o-hanley
202,/assets/big-default-user-pic.png?v=1446237784,Alec Ounsworth,/pros/alec-ounsworth
203,/assets/big-default-user-pic.png?v=1433288081,Alec Prorock,/pros/alec-prorock
204,/assets/big-default-user-pic.png?v=1433288081,Aled Rees,/pros/aled-rees
205,http://images.equipboard.com/uploads/user/image/9469/big_alejandra-deheza.jpg?v=1489511012,Alejandra Deheza,/pros/alejandra-deheza
206,http://images.equipboard.com/uploads/user/image/47788/big_alejandro-kurz.JPG?v=1489509515,Alejandro Kurz,/pros/alejandro-kurz
207,/assets/big-default-user-pic.png?v=1489473334,Alejandro Manzano,/pros/alejandro-manzano
208,http://images.equipboard.com/uploads/user/image/88429/big_alejandro-marcovich.jpeg?v=1489510703,Alejandro Marcovich,/pros/alejandro-marcovich
209,http://images.equipboard.com/uploads/user/image/15291/big_alejandro-sanz.jpg?v=1489464984,Alejandro Sanz,/pros/alejandro-sanz
210,http://images.equipboard.com/uploads/user/image/132330/big_aleks-sever.jpg?v=1489510843,Aleks Sever,/pros/aleks-sever
211,/assets/big-default-user-pic.png?v=1446171284,Aleksander Mendyk,/pros/aleksander-mendyk
212,/assets/big-default-user-pic.png?v=1446503354,Aleksandr Lubimov,/pros/aleksandr-lubimov
213,http://images.equipboard.com/uploads/user/image/134824/big_alex-leksi-hart.jpg?v=1489389889,"Alex ""Leksi"" Hart",/pros/alex-leksi-hart
214,http://images.equipboard.com/uploads/user/image/107291/big_alex-adams.jpg?v=1460603395,Alex Adams,/pros/alex-adams
215,http://images.equipboard.com/uploads/user/image/62490/big_alex-babinski.jpg?v=1489509515,Alex Babinski,/pros/alex-babinski
216,/assets/big-default-user-pic.png?v=1433288081,Alex Bailey,/pros/alex-bailey
217,/assets/big-default-user-pic.png?v=1484856266,Alex Campbell,/pros/alex-campbell
218,/assets/big-default-user-pic.png?v=1489505742,Alex Chilton,/pros/alex-chilton
219,/assets/big-default-user-pic.png?v=1433288081,Alex Dunne,/pros/alex-dunne
220,http://images.equipboard.com/uploads/user/image/13683/big_alex-ebert.jpg?v=1486757905,Alex Ebert,/pros/alex-ebert
221,/assets/big-default-user-pic.png?v=1446255105,Alex Fergusson,/pros/alex-fergusson
222,http://images.equipboard.com/uploads/user/image/129912/big_alex-fischel.jpg?v=1489406956,Alex Fischel,/pros/alex-fischel
223,http://images.equipboard.com/uploads/user/image/122673/big_alex-g.jpg?v=1489455244,Alex G,/pros/alex-g
224,http://images.equipboard.com/uploads/user/image/16765/big_alex-gaskarth.jpg?v=1489509226,Alex Gaskarth,/pros/alex-gaskarth
225,http://images.equipboard.com/uploads/user/image/18792/big_alex-greenwald.jpeg?v=1489505040,Alex Greenwald,/pros/alex-greenwald
